"","Algorithms","R_Squared","Slope","Intercept","P_Value","CV_R_Squared","RMSE","MAE","MAPE","Year"
"1","WQ_Value_TwoBDA",0.543748929666072,51.7030949325226,-30.1268919450546,9.08344097087574e-11,0.635941196905785,30.432486450675,18.0034941881704,83.5218828579774,"2019"
"2","WQ_Value_NDCI",0.597114565494077,214.149909211415,19.0268266638452,3.02354800731484e-12,0.580370163528045,24.537399827518,15.1275128674368,77.2066863223207,"2019"
"3","WQ_Value_MCI",0.586496961123114,0.132794652224474,29.1378251534211,6.15479036012475e-12,0.644337943031866,25.0140615304396,16.1578137596328,77.2196840625042,"2019"
"4","WQ_Value_TwoBDA",0.476266491774408,59.6326790262963,-41.2652590122638,7.43427867714804e-12,0.505584118831626,21.1219862459404,14.2237637024631,72.2174790465853,"2020"
"5","WQ_Value_NDCI",0.480932060935257,200.160088250709,15.0305735775563,5.33811217086975e-12,0.468181188706502,19.933326809573,13.8994997348239,81.1341558441663,"2020"
"6","WQ_Value_MCI",0.134426924785747,0.0624514003943152,26.2425035067283,0.00121495060380925,0.201283762372929,27.4892219863271,18.8974778497936,98.3978655393695,"2020"
"7","WQ_Value_TwoBDA",0.50330506006513,65.2691759510038,-37.3169806729762,4.24139354231296e-14,0.495311665386583,30.1422821847076,23.3112201425619,108.86668096439,"2021"
"8","WQ_Value_NDCI",0.486032633920874,197.271213981878,28.1937360153145,1.7515580640037e-13,0.494808072580048,30.5863341293205,24.1964486366548,123.85579656594,"2021"
"9","WQ_Value_MCI",0.51912442052234,0.153970425098169,36.4559685879986,1.10853121202829e-14,0.534220742789133,29.9720156493455,22.8031148927803,115.09424692176,"2021"
